id,version,split,source_dataset,source_platform,source_video_id,source_url,video_available_at_release,availability_checked_utc,clip_start_sec,clip_end_sec,clip_duration_sec,temporal_certificate_start_sec,temporal_certificate_end_sec,temporal_certificate_duration_sec,raw_clip_range,raw_temporal_certificate,question_text,question_type,choice_a,choice_b,choice_c,choice_d,choice_e,min_fps,min_required_frames_for_certificate,native_fps,task_category,visual_domain,visual_domain_fine,visual_subdomain,source_video_category,original_row_id
fpsbench_000264,1.0.0,test,youtube8m,youtube,Oh3LSW2JAvU,https://www.youtube.com/watch?v=Oh3LSW2JAvU,,,136.0,142.0,6.0,136.0,142.0,6.0,2:16-2:22,2:16-2:22,How does the person mix the ingredients in the bowl?,fine_grained_motion,By shaking the whisk side to side,By whisking in a clockwise motion,By wisking in a counterclockwise motion,"By whisking in a clockwise motion sometimes, and in a counter clockwise motion other times",None of the above,11,66,,fine_grained_motion,Miscellaneous,Lifestyle,Food & Drink,Cooking,264
fpsbench_000265,1.0.0,test,youtube8m,youtube,aV6-P8GWXaM,https://www.youtube.com/watch?v=aV6-P8GWXaM,,,7.0,11.0,4.0,7.0,11.0,4.0,0:07-0:11,0:07-0:11,How does the person on the right mix the cream?,fine_grained_motion,Clockwise mixing the entire time,Counter clockwise mixing the entire time,"Mostly clockwise mixing, with occasional counter clockwise gestures","Mostly counter clockwise mixing, with occasional clockwise gestures",None of the above,10,40,,fine_grained_motion,Miscellaneous,Lifestyle,Food & Drink,Cooking,265
fpsbench_000266,1.0.0,test,youtube8m,youtube,M2ffpWOhEKM,https://www.youtube.com/watch?v=M2ffpWOhEKM,,,70.0,81.0,11.0,70.0,81.0,11.0,1:10-1:21,1:10-1:21,Which of the following actions is not done by the woman?,blink_and_miss,She blinks,She shakes her head,She gestures to herself,She gestures at the camera,None of the above,5,55,,blink_and_miss,Miscellaneous,Lifestyle,Food & Drink,Cooking,266
fpsbench_000267,1.0.0,test,youtube8m,youtube,v5LeWLDR1Hc,https://www.youtube.com/watch?v=v5LeWLDR1Hc,,,40.0,50.0,10.0,46.0,49.0,3.0,0:40-0:50,0:46-0:49,How does the person empty the contents of the bag?,fine_grained_motion,A smooth pour into the pot,By roughly shaking the bag side to side,By gently shaking the bag,"By performing a smooth pour at the start, and shaking the bag at the end to get the last of the bag's contents out",None of the above,7,21,,fine_grained_motion,Miscellaneous,Lifestyle,Food & Drink,Cooking,267
fpsbench_000268,1.0.0,test,youtube8m,youtube,v5LeWLDR1Hc,https://www.youtube.com/watch?v=v5LeWLDR1Hc,,,63.0,73.0,10.0,63.0,73.0,10.0,1:03-1:13,1:03-1:13,Which of the following actions is not done by the man?,fine_grained_motion,He points up,He looks at the plate he holds,He looks at the stove beneath him,He blinks while looking at the camera,None of the above,5,50,,fine_grained_motion,Miscellaneous,Lifestyle,Food & Drink,Cooking,268
fpsbench_000269,1.0.0,test,youtube8m,youtube,7hvy5cR3VXE,https://www.youtube.com/watch?v=7hvy5cR3VXE,,,40.0,50.0,10.0,44.0,50.0,6.0,0:40-0:50,0:44-0:50,What was the primary reason the puck did not enter the goal?,causality_detection,"The goalkeeper made a ""pad stack"" save, blocking the lower part of the goal",Only the goalkeeper stopped the puck using his gloves,The puck deflected off a defender's shoulder before being stopped by the goalkeeper's glove,A defender intercepted the shot by dropping to the ice and blocking it with their body,None of the above,10,60,,causality_detection,Sports & Fitness,Sports & Fitness,Team Sports,Ice Hockey,269
fpsbench_000270,1.0.0,test,youtube8m,youtube,q7nXalU_1h0,https://www.youtube.com/watch?v=q7nXalU_1h0,,,0.0,6.0,6.0,0.0,6.0,6.0,0:00-0:06,0:00-0:06,What is the precise sequence of drum and cymbal strikes the Drums performs?,action_order,"The Drums begins with a single cymbal strike, followed by a roll across the toms and another single cymbal strike. He then strikes two cymbals, performs a series of rapid hits on the snare drum, and concludes with a final strike on the snare drum","The Drums begins with a single cymbal strike, followed by a roll across the toms. He then hits another single cymbal, performs a series of rapid hits on the snare drum, strikes two cymbals, and concludes with final strikes on the snare drum","The Drums begins with a single cymbal strike and a single strike on toms. He then performs a series of rapid hits on the snare drum, strikes two cymbals, and concludes with a final cymbal crash","The Drums begins with striking the toms, followed by a single cymbal strike. He then hits another single cymbal, performs a series of rapid hits on the snare drum, strikes two cymbals simultaneously, and concludes with a final strike on the snare drum",None of the above,10,60,,action_order,Media & Entertainment,Media & Entertainment,Music,Drums,270
fpsbench_000271,1.0.0,test,youtube8m,youtube,1sV3CElArAk,https://www.youtube.com/watch?v=1sV3CElArAk,,,48.0,63.0,15.0,48.0,63.0,15.0,0:48-1:03,0:48-1:03,Which of the following accurately describes the sequence of actions performed by the white dog?,action_order,"The dog barks once, spins around, sits down, barks a second time while jumping sideways, playfully engages with the other dog, and then stands up","The dog spins around, barks once, lies down, barks a second time while pouncing forward, playfully engages with the other dog, and then stands up","The dog spins around, barks once, sits down, barks again, playfully engages with the other dog, and then stands up","The dog spins around, barks once, sits down, barks a second time while jumping sideways, playfully engages with the other dog, and then stands up",None of the above,5,75,,action_order,Miscellaneous,Animals,Pets,Pet,271
fpsbench_000272,1.0.0,test,youtube8m,youtube,7tohqAQ28_s,https://www.youtube.com/watch?v=7tohqAQ28_s,,,172.0,182.0,10.0,172.0,182.0,10.0,2:52-3:02,2:52-3:02,Which of the following accurately describes the sequence of actions performed by the dog?,action_order,"The dog runs toward the camera holding a plastic item, drops the item, nudges the camera, retrieves the item, moves back, and drops the item again upon being distracted","The dog runs toward the camera with a plastic item, drops it, picks it back up, moves back, and drops the item again upon being distracted","The dog runs toward the camera with a plastic item, drops it, nudges the camera, retrieves the item, and drops the item again","The dog runs toward the camera holding a plastic item, drops the item, retrieves the item, moves back, and drops the item again as he got angry",None of the above,4,40,,action_order,Miscellaneous,Animals,Pets,Pet,272
fpsbench_000273,1.0.0,test,youtube8m,youtube,e2AZDRz31gc,https://www.youtube.com/watch?v=e2AZDRz31gc,,,100.0,112.0,12.0,100.0,112.0,12.0,1:40-1:52,1:40-1:52,What is the sequence of actions done by the two men in this video?,action_order,"They skate left with the ball in hand, spin at their location, jump twice, skate around the ball, spin once, and then push up on the ball","They skate left with the ball in hand, jump twice, spin at their location, skate around the ball, spin once, and then push up on the ball","They skate left with the ball in hand, jump once, skate around the ball, spin once, and then push up on the ball","They skate left with the ball in hand, jump twice, spin at their location, skate around the ball, and then push up on the ball",None of the above,4,48,,action_order,Sports & Fitness,Sports & Fitness,Individual Sports,Ice Skating,273
fpsbench_000274,1.0.0,test,youtube8m,youtube,qmyxrT_pEHE,https://www.youtube.com/watch?v=qmyxrT_pEHE,,,313.0,323.0,10.0,313.0,323.0,10.0,5:13-5:23,5:13-5:23,"Based on the video, what is the correct chronological order of the major actions performed by the woman ice skating?",action_order,"The woman skates backward, performs a counter-clockwise spin, executes a clockwise spin while moving forward, holds a pose with one leg and both arms raised, and finishes with a bow followed by multiple counter-clockwise spins","The woman performs a clockwise spin, skates backward, executes a counter-clockwise spin while moving forward, holds a pose with one leg and both arms raised, and finishes with a bow followed by multiple clockwise spins","The woman performs a counter-clockwise spin, skates backwards, then executes a clockwise spin while moving forward, holds a pose with one leg raised, and finishes with a bow followed by multiple clockwise spins","The woman performs a counter-clockwise spin, skates backward, executes a clockwise spin while moving forward, holds a pose with one leg and both arms raised, and finishes with a bow followed by multiple counter-clockwise spins",None of the above,6,60,,action_order,Sports & Fitness,Sports & Fitness,Individual Sports,Ice Skating,274
fpsbench_000275,1.0.0,test,youtube8m,youtube,xo4JrNvAoyw,https://www.youtube.com/watch?v=xo4JrNvAoyw,,,70.0,80.0,10.0,70.0,80.0,10.0,1:10-1:20,1:10-1:20,"Based on the video, what is the correct chronological order of the major actions performed by the man and woman ice skating?",action_order,"The pair begins with a synchronized clockwise spin, skates together, performs a simple leg lift, and then a more complex one-leg-and-arm lift. The woman then executes a solo spin, followed by a final synchronized lift and skating together","The pair begins with a synchronized clockwise spin, skates together, performs a simple leg lift twice. The woman then executes a solo spin, followed by a final synchronized lift and skating together","The pair begins by skating together, performs a simple leg lift, and then a more complex one-leg-and-arm lift, followed by another final synchronized lift and skating together","The pair begins with a synchronized clockwise spin, skates together, performs a simple leg lift, and then a more complex one-leg-and-arm lift, followed by a final synchronized lift and skating together",None of the above,5,50,,action_order,Sports & Fitness,Sports & Fitness,Individual Sports,Ice Skating,275
fpsbench_000276,1.0.0,test,youtube8m,youtube,-g3EUV4DXb8,https://www.youtube.com/watch?v=-g3EUV4DXb8,,,105.0,113.0,8.0,105.0,113.0,8.0,1:45-1:53,1:45-1:53,"Based on the video, what is the precise sequence of actions performed by the red team",action_order,"A defender passes the puck to a forward, who carries it into the offensive zone, performs a deke to get around an opponent, and then shoots the puck directly past the goalie to score","The play starts with a defender's pass to a forward. The forward skates in, draws a defender towards them, and then makes a saucer pass around the opponent to a teammate who one-times the puck into the net","A defender passes the puck to a forward. This player skates into the offensive zone, chips the puck over an opposing player's stick, regains possession, and then makes a drop pass to a trailing teammate who scores the goal","A defender passes the puck to a forward, who carries it into the offensive zone, fools the opponent using false stick play, and then pass around the opponent to a teammate who one-times the puck into the net",None of the above,5,40,,action_order,Sports & Fitness,Sports & Fitness,Individual Sports,Ice Skating,276
fpsbench_000277,1.0.0,test,youtube8m,youtube,D4F5Fo57h-Q,https://www.youtube.com/watch?v=D4F5Fo57h-Q,,,0.0,11.0,11.0,0.0,11.0,11.0,0:00-0:11,0:00-0:11,"Based on the video, what is the precise sequence of actions performed by the red team?",action_order,"A player forces a turnover with a shoulder check, and a teammate recovers the puck. After a pass, an initial shot from in front of the goal is deflected by a defender. Another player then passes to a teammate near the net, who dribbles past the defender and scores","A player forces a turnover with a shoulder check, and a teammate recovers the puck. His pass is deflected by a defender. Another player then passes to a teammate near the net, who dribbles past the defender and scores","A player forces a turnover with a shoulder check, and a teammate recovers the puck. After a pass, an initial shot from in front of the goal is deflected by the goalie. Another player then passes to a teammate near the net, who dribbles past the goalie and scores","A player forces a turnover with a shoulder check, and a teammate recovers the puck. He passes the puck to another teammate, whose shot is deflected by a defender. Another player then passes to a teammate in front of the goal, who dribbles past the goalie and scores",None of the above,7,77,,action_order,Sports & Fitness,Sports & Fitness,Individual Sports,Ice Skating,277
fpsbench_000278,1.0.0,test,youtube8m,youtube,v5LeWLDR1Hc,https://www.youtube.com/watch?v=v5LeWLDR1Hc,,,60.0,75.0,15.0,73.0,75.0,2.0,1:00-1:15,1:13-1:15,What gesture does the man do at the end of the video,fine_grained_motion,He nods.,He shakes his arm.,He tilts his head left,He tilts his head right,None of the above,5,10,,fine_grained_motion,Miscellaneous,Lifestyle,Food & Drink,Cooking,278
fpsbench_000279,1.0.0,test,youtube8m,youtube,v5LeWLDR1Hc,https://www.youtube.com/watch?v=v5LeWLDR1Hc,,,137.0,145.0,8.0,140.0,145.0,5.0,2:17-2:25,2:20-2:25,How does the man empty the contents of the pot?,fine_grained_motion,"By roughly shaking its contents out at the start, then giving it a few gently shakes at the end",By roughly shaking its contents out,By gently shaking its contents out,"By gently shaking its content out, then roughly shaking it at the end",None of the above,8,40,,fine_grained_motion,Miscellaneous,Lifestyle,Food & Drink,Cooking,279
fpsbench_000280,1.0.0,test,youtube8m,youtube,lUKJPlwk6fg,https://www.youtube.com/watch?v=lUKJPlwk6fg,,,10.0,20.0,10.0,14.0,18.0,4.0,0:10-0:20,0:14-0:18,"The man makes the same hand gesture twice in the clip, which statement is true?",fine_grained_motion,He shakes his hands more the first time he gestures,He shakes his hands more the second time he gestures,His hands are steady both times he gestures,"He shakes his hands slightly one of the times he gestures, but keeps his hands steady in the other",None of the above,9,36,,fine_grained_motion,Vehicles,Vehicles,Ground Vehicles,Car,280
fpsbench_000281,1.0.0,test,youtube8m,youtube,lUKJPlwk6fg,https://www.youtube.com/watch?v=lUKJPlwk6fg,,,21.0,26.0,5.0,23.0,26.0,3.0,0:21-0:26,0:23-0:26,How many times does the camera view change?,instance_count,2,3,4,5,None of the above,6,18,,instance_count,Vehicles,Vehicles,Ground Vehicles,Car,281
fpsbench_000282,1.0.0,test,youtube8m,youtube,b9tTsGpEorw,https://www.youtube.com/watch?v=b9tTsGpEorw,,,8.0,13.0,5.0,8.0,13.0,5.0,0:08-0:13,0:08-0:13,Which of the following actions is the woman repetatively doing in the video?,fine_grained_motion,Slight nodding,"Rotating the chair a small amount, as well as slight nodding",Slightly shaking her head,"Rotating the chair a small amount, as well as slightly shaking her head",None of the above,4,20,,fine_grained_motion,Vehicles,Vehicles,Ground Vehicles,Car,282
fpsbench_000283,1.0.0,test,youtube8m,youtube,JPvDG6nS-Lw,https://www.youtube.com/watch?v=JPvDG6nS-Lw,,,49.0,54.0,5.0,49.0,54.0,5.0,0:49-0:54,0:49-0:54,Which of the following actions does the man not do?,blink_and_miss,Blink,Slightly shake his head,Slighly nod his head,Raise his eyebrows suddenly,None of the above,5,25,,blink_and_miss,Vehicles,Vehicles,Ground Vehicles,Car,283
fpsbench_000284,1.0.0,test,youtube8m,youtube,JlkS01rMQrg,https://www.youtube.com/watch?v=JlkS01rMQrg,,,250.0,265.0,15.0,256.0,262.0,6.0,4:10-4:25,4:16-4:22,What caused the fight between the two players?,causality_detection,"A player in white shoulder-checked a player in blue, who immediately turned and retaliated with a shoulder-check of his own","A player in white initiated contact by shoulder-checking a player in blue, prompting a different blue-team player to retaliate against the player in white","The player in blue slipped because of the player in white, then he retailiated with a shoulder-check, resulting in the fight","Two opposing players were aggressively fighting for the puck, and the situation escalated when they simultaneously shoulder-checked each other",None of the above,4,24,,causality_detection,Sports & Fitness,Sports & Fitness,Individual Sports,Ice Skating,284
fpsbench_000285,1.0.0,test,youtube8m,youtube,Ct4luiAVJ-Q,https://www.youtube.com/watch?v=Ct4luiAVJ-Q,,,88.0,97.0,9.0,88.0,97.0,9.0,1:28-1:37,1:28-1:37,Which of the following statements are false?,blink_and_miss,The lights on stage turn on and off in sync with each other,The lights on stage turn on and off at the same rate throughout the entire cli,The lights flash the same color throughout the entire clip,The lights all flash at the same intensity,None of the above,6,54,,blink_and_miss,Media & Entertainment,Media & Entertainment,Music,Concert,285
fpsbench_000286,1.0.0,test,youtube8m,youtube,h12U4qfg34w,https://www.youtube.com/watch?v=h12U4qfg34w,,,28.0,33.0,5.0,29.0,33.0,4.0,0:28-0:33,0:29-0:33,Which hit performed by the character is the first time he kicks?,fine_grained_motion,The 4th hit,The 5th hit,The 6th hit,The 3rd hit,None of the above,11,44,,fine_grained_motion,Hobbies & Gaming,Hobbies & Gaming,Video Gaming,Video game,286
fpsbench_000287,1.0.0,test,youtube8m,youtube,L63kTiVK7b4,https://www.youtube.com/watch?v=L63kTiVK7b4,,,80.0,87.0,7.0,81.0,86.0,5.0,1:20-1:27,1:21-1:26,"After the male character is slammed, what is the first attack by the female character that damages the male character?",fine_grained_motion,Front kick,Low kick,Side kick,Crouching Punch,None of the above,4,20,,fine_grained_motion,Hobbies & Gaming,Hobbies & Gaming,Video Gaming,Video game,287
fpsbench_000288,1.0.0,test,youtube8m,youtube,L63kTiVK7b4,https://www.youtube.com/watch?v=L63kTiVK7b4,,,60.0,75.0,15.0,63.0,65.0,2.0,1:00-1:15,1:03-1:05,"What is the first attack performed by any character, regardless of whether it lands?",fine_grained_motion,A punch by the character on the right,A kick by the character on the right,A low kick by the character on the left,A punch by the character on the left,None of the above,5,10,,fine_grained_motion,Hobbies & Gaming,Hobbies & Gaming,Video Gaming,Video game,288
fpsbench_000289,1.0.0,test,youtube8m,youtube,2spffAgdnVA,https://www.youtube.com/watch?v=2spffAgdnVA,,,42.0,47.0,5.0,43.0,46.0,3.0,0:42-0:47,0:43-0:46,Do all the three dancers holding their hands bow synchronously?,synchronization_assessment,Yes,the dancer on the right bows before the other two,the dancers in the middle and the left bow synchronously,the dancers in the middle and the right bow synchronously,None of the above,7,21,,synchronization_assessment,Media & Entertainment,Media & Entertainment,Performing Arts,Ballet,289
fpsbench_000290,1.0.0,test,youtube8m,youtube,3VEMWOTGBg8,https://www.youtube.com/watch?v=3VEMWOTGBg8,,,198.0,208.0,10.0,201.0,204.0,3.0,3:18-3:28,3:21-3:24,What caused the clear mug to fall over?,causality_detection,the gray cat nudged it,the orange cat put its paw in the mug,the orange cat kicked the mug with its feet while jumping off the counter,the gray cat pushed it with its feet,None of the above,6,18,,causality_detection,Miscellaneous,Animals,Pets,Cat,290
fpsbench_000291,1.0.0,test,youtube8m,youtube,2spffAgdnVA,https://www.youtube.com/watch?v=2spffAgdnVA,,,180.0,185.0,5.0,182.0,184.0,2.0,3:00-3:05,3:02-3:04,Do all the six dancers bow synchronously?,synchronization_assessment,Yes,the two dancers on the right bow simultaneously before the rest,the two dancers in left bow before the rest,the dancers wearing blue attire bow synchronously,None of the above,5,10,,synchronization_assessment,Media & Entertainment,Media & Entertainment,Performing Arts,Ballet,291
fpsbench_000292,1.0.0,test,youtube8m,youtube,sZwGDX27ITw,https://www.youtube.com/watch?v=sZwGDX27ITw,,,49.0,53.0,4.0,51.0,53.0,2.0,0:49-0.53,0:51-0:53,What caused the empty bottle to fall over?,causality_detection,the vibration of the toaster popping,the cat nudges the bottle with its feet,wind blows over the bottle,the cat flicks it with its tail,None of the above,5,10,,causality_detection,Miscellaneous,Animals,Pets,Cat,292
fpsbench_000293,1.0.0,test,youtube8m,youtube,L63kTiVK7b4,https://www.youtube.com/watch?v=L63kTiVK7b4,,,112.0,120.0,8.0,116.0,118.0,2.0,1:52-2:00,1:56-1:58,"What is the first attack that manages to deal damage, based on the health bars at the top of the video?",fine_grained_motion,A punch my the female character,A high kick by the female character,A throw or slam by the female character,A flying kick by the female character,None of the above,6,12,,fine_grained_motion,Hobbies & Gaming,Hobbies & Gaming,Video Gaming,Video game,293
fpsbench_000294,1.0.0,test,youtube8m,youtube,L63kTiVK7b4,https://www.youtube.com/watch?v=L63kTiVK7b4,,,114.0,126.0,12.0,118.0,121.0,3.0,1:54-2:06,1:58-2:01,What is the second attack the character on the right successfully blocks?,fine_grained_motion,A punch,A high kick,A slam,A low kick,None of the above,6,18,,fine_grained_motion,Hobbies & Gaming,Hobbies & Gaming,Video Gaming,Video game,294
fpsbench_000295,1.0.0,test,youtube8m,youtube,NkAKzLg1smI,https://www.youtube.com/watch?v=NkAKzLg1smI,,,12.0,22.0,10.0,19.0,21.0,2.0,0:12-0:22,0:19-0:21,"What kind of attack was performed on the 10th hit of the combo, indicated by the combo counter?",fine_grained_motion,A punch,A roundhouse kick,A side kick,A slash,None of the above,8,16,,fine_grained_motion,Hobbies & Gaming,Hobbies & Gaming,Video Gaming,Video game,295
fpsbench_000296,1.0.0,test,youtube8m,youtube,NkAKzLg1smI,https://www.youtube.com/watch?v=NkAKzLg1smI,,,33.0,40.0,7.0,36.0,39.0,3.0,0:33-0:40,0:36-0:39,"What kind of attack was performed on the 4th hit of the combo, indicated by the combo counter?",fine_grained_motion,A punch,A high kick,A low kick,A downwards kick,None of the above,8,24,,fine_grained_motion,Hobbies & Gaming,Hobbies & Gaming,Video Gaming,Video game,296
fpsbench_000297,1.0.0,test,youtube8m,youtube,NkAKzLg1smI,https://www.youtube.com/watch?v=NkAKzLg1smI,,,70.0,80.0,10.0,73.0,76.0,3.0,1:10-1:20,1:13-1:16,"What kind of attack was performed on the 12th hit of the combo, indicated by the combo counter?",fine_grained_motion,A downwards slam,An uppercut,An upwards kick,A downwards kick,None of the above,8,24,,fine_grained_motion,Hobbies & Gaming,Hobbies & Gaming,Video Gaming,Video game,297
fpsbench_000298,1.0.0,test,youtube8m,youtube,NkAKzLg1smI,https://www.youtube.com/watch?v=NkAKzLg1smI,,,84.0,91.0,7.0,86.0,89.0,3.0,1:24-1:31,1:26-1:29,On which hit of the combo does the character perform a kick?,fine_grained_motion,The 6th hit,The 7th hit,The 8th hit,The 9th hit,None of the above,8,24,,fine_grained_motion,Hobbies & Gaming,Hobbies & Gaming,Video Gaming,Video game,298
fpsbench_000299,1.0.0,test,youtube8m,youtube,NkAKzLg1smI,https://www.youtube.com/watch?v=NkAKzLg1smI,,,153.0,160.0,7.0,155.0,158.0,3.0,2:33-2:40,2:35-2:38,On which hit of the combo does the character perform a high kick?,fine_grained_motion,The 4th hit,The 5th hit,The 6th hit,The 7th hit,None of the above,7,21,,fine_grained_motion,Hobbies & Gaming,Hobbies & Gaming,Video Gaming,Video game,299
fpsbench_000300,1.0.0,test,youtube8m,youtube,ioLEm1F4R9c,https://www.youtube.com/watch?v=ioLEm1F4R9c,,,50.0,61.0,11.0,58.0,60.0,2.0,0:50-1:01,0:58-1:00,What kind of attack caused the knockout?,fine_grained_motion,A punch,A low kick,A side kick,A roundhouse kick,None of the above,5,10,,fine_grained_motion,Hobbies & Gaming,Hobbies & Gaming,Video Gaming,Video game,300
fpsbench_000301,1.0.0,test,youtube8m,youtube,ioLEm1F4R9c,https://www.youtube.com/watch?v=ioLEm1F4R9c,,,90.0,97.0,7.0,93.0,96.0,3.0,1:30-1:37,1:33-1:36,What kind of attack caused the knockout?,fine_grained_motion,A right handed punch,A left handed punch,A low kick,An uppercut,None of the above,8,24,,fine_grained_motion,Hobbies & Gaming,Hobbies & Gaming,Video Gaming,Video game,301
fpsbench_000302,1.0.0,test,youtube8m,youtube,M6ESAxpe3u8,https://www.youtube.com/watch?v=M6ESAxpe3u8,,,5.0,10.0,5.0,5.0,8.0,3.0,0:05-0:10,0:05-0:08,"What is the first attack that manages to deal damage, based on the health bars at the top of the video?",fine_grained_motion,A front kick,A low kick,An upwards kick,A downwards kick,None of the above,12,36,,fine_grained_motion,Hobbies & Gaming,Hobbies & Gaming,Video Gaming,Video game,302
fpsbench_000303,1.0.0,test,youtube8m,youtube,v9XyUuOzm4Q,https://www.youtube.com/watch?v=v9XyUuOzm4Q,,,17.0,29.0,12.0,17.0,29.0,12.0,0:17-0:29,0:17-0:29,What are the sequence of actions done by the person wearing glasses?,action_order,"The person ducks, blocks an attack with his arm, delivers a shoulder strike, ducks a second time, executes a kick, blocks subsequent attacks, and finishes with a punch","The person delivers a shoulder strike, ducks to avoid a punch, blocks an attack, executes a kick, ducks a second time, and finishes with a punch after blocking more attacks","The person ducks, parries an attack with his arm, shoves the other person, ducks a second time, executes a kick, blocks subsequent attacks, and finishes with a punch","The person ducks, blocks an attack, hits the other person with a shoulder strike, executes a kick, blocks subsequent attacks, and finishes with a punch",None of the above,4,48,,action_order,Sports & Fitness,Sports & Fitness,Individual Sports,Combat,303
fpsbench_000304,1.0.0,test,youtube8m,youtube,xa-mtMIytjg,https://www.youtube.com/watch?v=xa-mtMIytjg,,,100.0,110.0,10.0,100.0,110.0,10.0,1:40-1:50,1:40-1:50,What are the sequence of actions done by the person in blue tshirt?,action_order,"He punches, holds the other person's neck, pushes the head with his arm, slaps, and then punches the face","He holds the other person's neck, punches, slaps, pushes the head with his arm, and then punches the face","He punches, holds the other person's neck, slaps, pushes the head with his arm, and then punches the face","He punches the face, holds the other person's neck, slaps, pushes the head with his arm, and then punches again",None of the above,5,50,,action_order,Sports & Fitness,Sports & Fitness,Individual Sports,Combat,304
fpsbench_000305,1.0.0,test,youtube8m,youtube,q2K6PUmwIR0,https://www.youtube.com/watch?v=q2K6PUmwIR0,,,165.0,175.0,10.0,165.0,175.0,10.0,2:45-2:55,2:45-2:55,What is the precise sequence of actions performed by the couple during their ice-skating routine?,action_order,"They spin anticlockwise in sync, swing their right leg forward, kick their left leg back, make a small jump into a half rotation while swinging their left leg, and then kick their right leg back","They spin anticlockwise in sync, swing their right leg forward, swing their left leg, and then kick their right leg back","They spin anticlockwise in sync, swing their left leg forward, kick their right leg back, swing their right leg, and then kick their left leg back","They spin anticlockwise in sync, swing their left leg forward, kick their right leg back, make a small jump into a half rotation while swinging their right leg, and then kick their left leg back",None of the above,4,40,,action_order,Sports & Fitness,Sports & Fitness,Individual Sports,Ice Skating,305
fpsbench_000306,1.0.0,test,youtube8m,youtube,dMC5vZ78AaU,https://www.youtube.com/watch?v=dMC5vZ78AaU,,,98.0,110.0,12.0,98.0,110.0,12.0,1:38-1:50,1:38-1:50,Which option accurately describes the sequence of the horse's actions in the video?,action_order,"The horse marches towards the camera, strikes a fence, rears up while neighing, and causes the rider to fall","The horse marches towards the camera, strikes a fence, performs a forward flip, shakes its head to remove the leash, rears up while neighing, and causes the rider to fall","The horse marches towards the camera, strikes a fence, performs a forward flip and causes the rider to fall","The horse marches towards the camera, strikes a fence, performs a forward flip, rears up while neighing, shakes its head to remove the leash, and causes the rider to fall",None of the above,6,72,,action_order,Media & Entertainment,Media & Entertainment,Film & Animation,Cartoon,306
fpsbench_000307,1.0.0,test,youtube8m,youtube,MlV-HSqM6nQ,https://www.youtube.com/watch?v=MlV-HSqM6nQ,,,134.0,140.0,6.0,134.0,140.0,6.0,2:14-2:20,2:14-2:20,What is the correct sequence of actions performed by the character in green pants?,action_order,"The person kicks, punches, ducks, drinks, and then falls","The person kicks, punches, drinks, defends, and then falls","The character in green pants kicks, punches, ducks, drinks, defends, and then falls","The person kicks, ducks to catch a bottle with their tongue, drinks, and then falls",None of the above,5,30,,action_order,Media & Entertainment,Media & Entertainment,Film & Animation,Cartoon,307
fpsbench_000308,1.0.0,test,youtube8m,youtube,jY4pn7f1JRQ,https://www.youtube.com/watch?v=jY4pn7f1JRQ,,,112.0,122.0,10.0,117.0,120.0,3.0,1:52-2:02,1:57-2:00,"Immediately after the cat climbs out of the bathtub, what does the other cat do?",action_order,Jumps from the floor out of fear,Slips and fell down from a basin,Jumps into the bathtub,Performs a forward flip,None of the above,4,12,,action_order,Miscellaneous,Animals,Pets,Pet,308
fpsbench_000309,1.0.0,test,youtube8m,youtube,lKz99OiKrYg,https://www.youtube.com/watch?v=lKz99OiKrYg,,,50.0,62.0,12.0,51.0,55.0,4.0,0:50-1:02,0:51-0:55,What is the very last thing the dog does before it starts moving through the orange cones?,action_order,Looks back,Shakes its head,Barks,Taps its legs in cross manner,None of the above,6,24,,action_order,Miscellaneous,Animals,Pets,Pet,309
fpsbench_000310,1.0.0,test,youtube8m,youtube,n9Kw0e_Itfg,https://www.youtube.com/watch?v=n9Kw0e_Itfg,,,10.0,20.0,10.0,14.0,17.0,3.0,0:10-0:20,0:14-0:17,What action does the man do just after spinning the girl 3 times?,action_order,Lifts his left leg and then hold the girls hand,Lifts his leg only and then spins once,Lifts his left leg and arm and then spins once,Spins and then hold the girl's hand and continues dancing,None of the above,8,24,,action_order,Media & Entertainment,Media & Entertainment,Performing Arts,Dance,310
fpsbench_000311,1.0.0,test,youtube8m,youtube,Evbe2-JSVhw,https://www.youtube.com/watch?v=Evbe2-JSVhw,,,257.0,264.0,7.0,257.0,264.0,7.0,4:17-4:24,4:17-4:24,Which option accurately describes the sequence of the attacking play and the subsequent celebration by the white team?,action_order,"A player dribbles forward, draws in two defenders, and initiates a one-two pass with a teammate. After receiving the return pass, he delivers a final pass to another teammate near the goal, who scores and then celebrates by raising his two hands","A player with the ball passes to a teammate who draws two defenders towards him. This teammate then back-heels the ball back to the first player, who shoots and scores. The goalscorer celebrates by pointing to the player who assisted him","A player dribbles forward, draws in two defenders, and initiates a one-two pass with a teammate. After receiving the return pass, he delivers a final pass to another teammate near the goal, who scores and then celebrates by forming a heart symbol with his hands","A player passes the ball to his teammate, who passes him back instantly. After receiving the return pass, he delivers a final pass to another teammate near the goal, who scores and then celebrates by forming a victory symbol",None of the above,5,35,,action_order,Sports & Fitness,Sports & Fitness,Team Sports,Soccer,311
